Model,Engine_Size,Mileage,Doors,Owner_Count,Price,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic,Car_Age
Camry,0.35,0.04197424663745907,3,3,0.35255505797190356,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25
Impala,0.6,0.03783316995752229,3,1,0.9246058524016931,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4
GLA,0.4,0.44145144404211767,2,2,0.5491074167229004,False,False,False,False,False,False,True,False,False,False,False,True,True,False,2
3 Series,0.32499999999999996,0.5261034535645934,4,3,0.25415618673701,True,False,False,False,False,False,False,False,False,True,False,False,False,True,22
Malibu,1.0,0.49139109501803807,3,1,0.7822219495736458,False,True,False,False,False,False,False,False,False,True,False,False,False,False,8
A3,0.0,0.4116136862250852,5,2,0.18587816698362067,False,False,False,False,False,False,False,False,False,False,False,True,True,False,17
Q5,0.09999999999999998,0.5891631824274312,3,1,0.1573523096742531,False,False,False,False,False,False,False,False,False,True,False,False,False,True,23
3 Series,0.65,0.5058248477937597,5,5,0.4027360284645114,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Explorer,0.22499999999999998,0.8017984676015764,4,1,0.1956321698055334,False,False,True,False,False,False,False,False,False,False,True,False,False,True,15
RAV4,0.7749999999999999,0.18690192783457032,2,2,0.6673210232501073,False,False,False,False,False,False,False,True,False,False,True,False,False,False,14
5 Series,0.0,0.027507151859483468,3,2,0.6523526164039016,True,False,False,False,False,False,False,False,False,True,False,False,False,True,6
CR-V,0.575,0.10785804309120373,5,3,0.6595914361082142,False,False,False,True,False,False,False,False,False,False,False,False,True,False,5
Elantra,0.875,0.7264021979047885,4,4,0.665112569780995,False,False,False,False,True,False,False,False,False,True,False,False,False,False,8
5 Series,0.9750000000000001,0.3650715852788392,2,5,0.5403962947058463,True,False,False,False,False,False,False,False,False,False,True,False,True,False,15
Sportage,0.875,0.3186761891425104,2,2,0.4286240107968836,False,False,False,False,False,True,False,False,False,True,False,False,False,True,24
Explorer,0.15000000000000002,0.17391521795666873,2,1,0.665971412796761,False,False,True,False,False,False,False,False,False,False,True,False,False,False,6
Accord,0.07500000000000001,0.0849654243436627,2,5,0.4839580393840869,False,False,False,True,False,False,False,False,False,True,False,False,False,False,20
Q5,0.275,0.08094771307206541,3,2,0.35660388933194287,False,False,False,False,False,False,False,False,False,False,False,True,True,False,18
Accord,0.9750000000000001,0.7014623802188569,2,5,0.7110606711244709,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4
RAV4,0.65,0.5586519161648695,3,1,0.14404024292988163,False,False,False,False,False,False,False,True,False,False,False,True,False,True,25
A4,0.4,0.398306893125546,2,3,0.2950739218452856,False,False,False,False,False,False,False,False,False,False,True,False,True,False,20
GLA,0.7749999999999999,0.8457332239715659,3,1,0.28992086375069015,False,False,False,False,False,False,True,False,False,False,False,False,False,True,13
E-Class,0.8500000000000001,0.651816138862771,3,5,0.21403594871480278,False,False,False,False,False,False,True,False,False,False,False,True,False,True,22
Malibu,0.8500000000000001,0.9919679116570308,4,3,0.24838966934543896,False,True,False,False,False,False,False,False,False,True,False,False,True,False,20
Fiesta,0.175,0.3709831222784591,2,2,0.5014416293478927,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
Rio,0.95,0.6943238575362928,5,4,0.33335378197656584,False,False,False,False,False,True,False,False,False,False,False,False,True,False,16
Accord,0.5,0.017511219583758446,3,4,0.5272069198208699,False,False,False,True,False,False,False,False,False,False,False,True,False,True,13
Rio,0.925,0.7745080387567435,3,5,0.2854426108827679,False,False,False,False,False,True,False,False,False,False,True,False,False,True,20
RAV4,0.75,0.07183867805629465,4,4,0.43972762407214283,False,False,False,False,False,False,False,True,False,False,False,True,False,True,20
Equinox,1.0,0.005194683951160635,2,4,0.47040058892092507,False,True,False,False,False,False,False,False,False,False,False,True,False,True,23
Elantra,0.4,0.6458012416561639,3,2,0.11195632169805533,False,False,False,False,True,False,False,False,False,False,True,False,True,False,25
CR-V,0.25,0.12427897920125901,4,1,0.5247530826329673,False,False,False,True,False,False,False,False,False,False,True,False,False,True,11
Focus,0.875,0.4042317669260675,2,2,0.7713637200171769,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
Corolla,0.875,0.9028747474343329,3,5,0.3731672903502853,False,False,False,False,False,False,False,True,False,False,True,False,False,False,17
3 Series,0.42500000000000004,0.007715339321556938,3,3,0.5799030734310778,True,False,False,False,False,False,False,False,False,True,False,False,False,False,21
Sportage,0.725,0.8302992111282267,3,2,0.21587632660572972,False,False,False,False,False,True,False,False,False,False,True,False,True,False,20
RAV4,0.5,0.018844899673915217,4,2,0.38562051407889086,False,False,False,False,False,False,False,True,False,False,True,False,True,False,24
Corolla,0.22499999999999998,0.13224438353972032,5,5,0.38071283970308567,False,False,False,False,False,False,False,True,False,False,False,True,True,False,15
Sonata,0.09999999999999998,0.9436720213922286,5,2,0.0943500398748543,False,False,False,False,True,False,False,False,False,False,True,False,True,False,16
Civic,0.375,0.9481365154940284,2,4,0.09888963867247408,False,False,False,True,False,False,False,False,False,False,False,False,False,True,16
Q5,0.025000000000000022,0.537763151752789,2,5,0.20078522790012884,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14
Sportage,0.575,0.7246684137875847,5,3,0.3774001594994172,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13
Q5,0.07500000000000001,0.987103313528184,4,4,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,19
E-Class,0.175,0.7316068844566254,3,5,0.1908471872891234,False,False,False,False,False,False,True,False,False,False,True,False,False,True,16
Fiesta,0.75,0.6834977094044451,4,5,0.42322556898349795,False,False,True,False,False,False,False,False,False,False,True,False,True,False,12
Passat,0.7,0.18344436220083887,3,2,0.6011287651064352,False,False,False,False,False,False,False,False,True,True,False,False,False,False,20
A3,0.525,0.7310700782203373,3,1,0.10514692350162566,False,False,False,False,False,False,False,False,False,False,False,False,False,True,22
Civic,0.525,0.44185154806916466,5,3,0.6410036194098522,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7
Civic,1.0,0.9592694100466121,3,4,0.4996625973866634,False,False,False,True,False,False,False,False,False,True,False,False,False,True,9
Passat,0.8999999999999999,0.3516647661725382,3,4,0.7048647322250169,False,False,False,False,False,False,False,False,True,False,False,True,True,False,2
E-Class,0.6,0.3414621134828389,4,1,0.4509539292067971,False,False,False,False,False,False,True,False,False,False,False,False,True,False,12
A4,0.5,0.1554504171084482,5,3,0.6543770320839213,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15
Explorer,0.875,0.6576576576576576,4,5,0.4020612232378381,False,False,True,False,False,False,False,False,False,False,False,True,False,True,12
Impala,0.375,0.3474670080887698,3,1,0.5407643702840317,False,True,False,False,False,False,False,False,False,False,False,True,False,False,9
X5,0.22499999999999998,0.30800674842125625,2,4,0.4080117784185019,True,False,False,False,False,False,False,False,False,False,False,True,True,False,10
Accord,0.7749999999999999,0.5901334346930202,5,3,0.6906938224648794,False,False,False,True,False,False,False,False,False,True,False,False,False,False,8
Civic,0.4,0.9203426224151613,2,4,0.4894178271271701,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4
Passat,0.025000000000000022,0.04603530251198645,3,3,0.3633519415986749,False,False,False,False,False,False,False,False,True,False,False,True,False,False,20
Fiesta,0.125,0.03491241056007895,2,1,0.46561560640451505,False,False,True,False,False,False,False,False,False,False,False,False,False,False,16
Equinox,0.175,0.7371349884303252,2,5,0.3666646218023434,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3
Elantra,0.7,0.12256186608518216,5,1,0.51309735599043,False,False,False,False,True,False,False,False,False,True,False,False,False,True,21
E-Class,0.09999999999999998,0.1847947132921226,3,3,0.47794613827372556,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12
3 Series,0.75,0.5634931748921386,4,3,0.5164713821237961,True,False,False,False,False,False,False,False,False,False,False,True,True,False,6
Sportage,0.25,0.5498296223684824,4,1,0.4969633764799706,False,False,False,False,False,True,False,False,False,False,True,False,False,True,4
A3,0.7749999999999999,0.9641273397750082,2,5,0.41813385681860005,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12
Fiesta,0.875,0.8593134214895873,3,2,0.5486779952150175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5
Civic,1.0,0.4442388354305453,3,3,0.5112569780995031,False,False,False,True,False,False,False,False,False,False,False,True,False,False,17
Elantra,0.625,0.8787251352018192,3,2,0.4066008220354579,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4
Civic,0.125,0.5947246284033849,3,5,0.40071161278449174,False,False,False,True,False,False,False,False,False,True,False,False,True,False,10
Q5,0.4,0.6650062349544215,5,2,0.46684252499846635,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2
Golf,0.7,0.28939524276311845,3,2,0.4210171155143856,False,False,False,False,False,False,False,False,True,False,False,True,False,False,21
Sportage,0.575,0.008332166363254446,4,1,0.733022513956199,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
5 Series,0.32499999999999996,0.5780102826734951,5,4,0.3700386479357095,True,False,False,False,False,False,False,False,False,False,False,True,False,False,13
3 Series,0.15000000000000002,0.728192663425824,4,3,0.20434329182258756,True,False,False,False,False,False,False,False,False,False,True,False,True,False,15
RAV4,0.375,0.6582844873000313,2,2,0.46316176921661245,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2
GLA,0.04999999999999999,0.37128986869919517,5,2,0.6301453898533832,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6
Sonata,0.04999999999999999,0.025099859296750487,2,3,0.32194343905281886,False,False,False,False,True,False,False,False,False,False,False,True,False,True,18
Tucson,0.175,0.16841712178499743,5,5,0.5207655972026256,False,False,False,False,True,False,False,False,False,False,False,False,False,True,6
Optima,0.675,0.33304992631417507,4,5,0.4846941905404576,False,False,False,False,False,True,False,False,False,True,False,False,False,False,23
Optima,0.55,0.3713065397003221,3,3,0.4645113796699589,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10
Tucson,0.5,0.5206920465987823,5,3,0.6671983313907123,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2
Tucson,0.25,0.470165576383193,4,5,0.4894791730568677,False,False,False,False,True,False,False,False,False,False,True,False,False,True,6
3 Series,0.04999999999999999,0.7016490954314788,3,5,0.5269615361020796,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5
Accord,0.675,0.37991877888250947,2,2,0.6208208085393534,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3
5 Series,0.2,0.8980734991097685,3,2,0.14796638243052576,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12
Focus,0.4,0.9557051500056681,3,1,0.21262499233175877,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10
Rio,0.2,0.028050626496222354,3,3,0.32703515121771676,False,False,False,False,False,True,False,False,False,False,True,False,False,True,23
Malibu,0.825,0.8740139102833403,5,1,0.22428071897429605,False,True,False,False,False,False,False,False,False,False,True,False,True,False,20
Optima,0.175,0.7774421349550883,2,2,0.19851542850131895,False,False,False,False,False,True,False,False,False,True,False,False,True,False,18
Tiguan,0.95,0.5027407125852722,4,3,0.5203975216244402,False,False,False,False,False,False,False,False,True,False,True,False,False,True,13
A3,0.15000000000000002,0.14571121825007835,3,4,0.65793509600638,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2
Golf,0.32499999999999996,0.3706663732570469,4,5,0.4402183915097233,False,False,False,False,False,False,False,False,True,True,False,False,True,False,15
Tiguan,0.04999999999999999,0.40596888524349667,4,1,0.40267468253481375,False,False,False,False,False,False,False,False,True,False,False,True,False,False,11
Tucson,0.35,0.7567767619581091,2,3,0.28587203239065084,False,False,False,False,True,False,False,False,False,True,False,False,False,False,21
Camry,0.04999999999999999,0.30357893052193574,3,1,0.1090730630022698,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24
3 Series,0.55,0.982058668587166,3,2,0.33175878780442913,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5
Malibu,0.4,0.3636345449816953,3,5,0.590025151831176,False,True,False,False,False,False,False,False,False,True,False,False,False,False,13
RAV4,0.44999999999999996,0.7386253759310754,5,3,0.4519968100116557,False,False,False,False,False,False,False,True,False,False,False,True,True,False,2
Malibu,0.9750000000000001,0.640646568107708,5,3,0.7395865284338384,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7
Equinox,0.09999999999999998,0.2934162882349411,4,4,0.41954481320164405,False,True,False,False,False,False,False,False,False,False,False,False,False,True,8
Explorer,0.65,0.7467574902808063,2,2,0.2711490092632354,False,False,True,False,False,False,False,False,False,True,False,False,False,True,21
3 Series,0.175,0.319029614366402,2,5,0.4959818416048095,True,False,False,False,False,False,False,False,False,True,False,False,False,False,16
3 Series,0.5,0.9729096231686906,4,1,0.3596711858168211,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3
A4,0.8500000000000001,0.2666893392281994,3,3,0.5397828354088706,False,False,False,False,False,False,False,False,False,False,False,True,False,True,12
Tucson,0.125,0.2873280386233754,5,2,0.1518311760014723,False,False,False,False,True,False,False,False,False,False,False,True,True,False,23
Rio,0.275,0.4208894312521256,2,5,0.24992331758787803,False,False,False,False,False,True,False,False,False,False,False,False,False,True,17
Sonata,0.8500000000000001,0.44654276778629115,5,5,0.29568738114226123,False,False,False,False,True,False,False,False,False,False,True,False,True,False,25
RAV4,0.575,0.5893465634398277,3,2,0.1327525918655297,False,False,False,False,False,False,False,True,False,False,False,False,False,True,24
Q5,0.525,0.3616440274471363,5,1,0.40058892092509657,False,False,False,False,False,False,False,False,False,True,False,False,False,True,20
Corolla,0.9750000000000001,0.15496028967531558,2,2,0.7649223973989325,False,False,False,False,False,False,False,True,False,False,True,False,False,True,7
Passat,0.4,0.2686565173611806,4,5,0.20777866388565122,False,False,False,False,False,False,False,False,True,False,False,True,True,False,24
Malibu,0.07500000000000001,0.1186941938237275,3,5,0.514508312373474,False,True,False,False,False,False,False,False,False,False,False,True,False,True,6
Explorer,0.375,0.563709897906789,5,3,0.49800625728482917,False,False,True,False,False,False,False,False,False,False,False,True,False,True,2
Focus,0.35,0.3608004747901121,2,5,0.3763572786945586,False,False,True,False,False,False,False,False,False,True,False,False,True,False,19
Tucson,0.375,0.20141570141570142,5,4,0.6006379976688546,False,False,False,False,True,False,False,False,False,False,True,False,False,True,7
A3,0.7,0.09913244110135302,5,5,0.4971474142690633,False,False,False,False,False,False,False,False,False,False,True,False,False,True,19
Focus,0.875,0.7714205693480305,3,5,0.5258573093675235,False,False,True,False,False,False,False,False,False,False,False,True,False,True,3
Sonata,0.125,0.1897960136302105,4,1,0.45156738850377276,False,False,False,False,True,False,False,False,False,False,True,False,False,False,17
Malibu,0.525,0.1752589006475017,5,2,0.7022882031777191,False,True,False,False,False,False,False,False,False,False,True,False,False,False,9
Optima,0.175,0.7904055054314122,4,3,0.1385191092571008,False,False,False,False,False,True,False,False,False,True,False,False,False,True,21
A4,0.07500000000000001,0.7874880802341943,5,3,0.06594687442488192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22
Impala,0.4,0.04796247024226299,2,1,0.47917305686767686,False,True,False,False,False,False,False,False,False,False,True,False,False,False,22
Golf,0.07500000000000001,0.6409599829288948,2,5,0.0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,25
Malibu,0.35,0.13298124178953194,3,1,0.6135206429053432,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4
A4,0.8999999999999999,0.8679756736751555,3,4,0.6743758051653272,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
GLA,0.55,0.521445575849721,5,2,0.6178148579841728,False,False,False,False,False,False,True,False,False,False,True,False,True,False,2
Impala,0.7749999999999999,0.309817219143644,5,5,0.726397153548862,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5
Optima,0.675,0.6693673688492341,2,1,0.25667136985461014,False,False,False,False,False,True,False,False,False,False,False,False,True,False,17
Sportage,0.7,0.0697514687151993,5,5,0.7779277344948162,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6
Impala,0.375,0.19169317355845852,2,3,0.6410036194098522,False,True,False,False,False,False,False,False,False,False,True,False,False,True,5
Elantra,0.2,0.6688405652136222,5,5,0.4286240107968836,False,False,False,False,True,False,False,False,False,True,False,False,False,True,8
Tucson,0.5,0.44215829448990074,3,3,0.26667075639531324,False,False,False,False,True,False,False,False,False,False,True,False,True,False,22
GLA,0.625,0.9261474650075686,3,5,0.45665910066867066,False,False,False,False,False,False,True,False,False,True,False,False,False,True,7
Focus,0.75,0.05255032975240229,2,5,0.618612355070241,False,False,True,False,False,False,False,False,False,False,True,False,True,False,14
Sportage,0.22499999999999998,0.8416554970959116,5,1,0.2913931660634317,False,False,False,False,False,True,False,False,False,False,True,False,False,False,14
Q5,0.025000000000000022,0.028334033515380667,3,1,0.40666216796515553,False,False,False,False,False,False,False,False,False,False,False,True,False,False,18
Camry,0.125,0.3625542641086683,5,4,0.3388749156493467,False,False,False,False,False,False,False,True,False,True,False,False,False,True,18
Optima,0.925,0.9686818572828936,2,2,0.4102815778173118,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11
Civic,0.07500000000000001,0.5227692533392015,5,1,0.1265566529660757,False,False,False,True,False,False,False,False,False,False,False,True,False,False,24
5 Series,0.04999999999999999,0.0682610812144491,4,2,0.4533464204650022,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10
Explorer,0.32499999999999996,0.9045218423456766,2,4,0.4461689466903871,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9
Q5,0.6,0.7147191603150153,2,1,0.6203300411017729,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
CR-V,0.025000000000000022,0.9065190282806863,5,5,0.44543279553401627,False,False,False,True,False,False,False,False,False,True,False,False,False,False,5
Rio,0.44999999999999996,0.33106274297984145,4,4,0.4363535979387767,False,False,False,False,False,True,False,False,False,False,False,False,False,False,16
GLA,0.8500000000000001,0.04094064456758757,3,3,0.8130176062818232,False,False,False,False,False,False,True,False,False,False,True,False,False,False,10
A4,0.8999999999999999,0.4795313448163189,3,5,0.5841972885099074,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6
C-Class,0.025000000000000022,0.2844839658311161,5,4,0.5762223176492239,False,False,False,False,False,False,True,False,False,False,True,False,False,False,7
5 Series,0.22499999999999998,0.4819953187828836,2,2,0.19679774246978712,True,False,False,False,False,False,False,False,False,False,False,True,False,True,18
A4,0.575,0.6287067971005794,2,4,0.31458192748911107,False,False,False,False,False,False,False,False,False,True,False,False,False,True,20
Accord,0.04999999999999999,0.6320309947252952,2,4,0.356297159683455,False,False,False,True,False,False,False,False,False,False,False,True,True,False,4
Equinox,0.825,0.1036102720040544,3,5,0.7286669529476719,False,True,False,False,False,False,False,False,False,False,True,False,False,False,13
Tucson,0.625,0.08588899780609627,4,4,0.3916324151892522,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24
Passat,0.175,0.6464914211028201,2,3,0.2834795411324459,False,False,False,False,False,False,False,False,True,True,False,False,False,True,16
E-Class,0.42500000000000004,0.11830409239735666,2,4,0.2692472854426109,False,False,False,False,False,False,True,False,False,False,False,True,True,False,24
Passat,0.525,0.29733397349977664,4,5,0.424207103858659,False,False,False,False,False,False,False,False,True,True,False,False,False,True,20
Corolla,0.125,0.27346443408619575,5,1,0.37169498803754375,False,False,False,False,False,False,False,True,False,True,False,False,False,False,23
Golf,0.825,0.08805956215282641,2,3,0.5196613704680695,False,False,False,False,False,False,False,False,True,True,False,False,False,True,23
Sportage,0.275,0.03512913357472943,3,2,0.5513772161217103,False,False,False,False,False,True,False,False,False,True,False,False,False,True,15
Malibu,0.7749999999999999,0.8522382486113056,2,2,0.3243359303110239,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11
Passat,0.25,0.4807083174958823,2,5,0.12980798724004664,False,False,False,False,False,False,False,False,True,False,False,True,False,True,22
Civic,0.475,0.053083801788465,4,5,0.7411201766762775,False,False,False,True,False,False,False,False,False,True,False,False,False,False,12
Fiesta,0.8,0.29208927654523514,2,3,0.5918041837924054,False,False,True,False,False,False,False,False,False,False,False,True,False,True,8
A3,0.125,0.5471622621881689,4,3,0.19734985583706524,False,False,False,False,False,False,False,False,False,True,False,False,False,True,22
Explorer,0.9750000000000001,0.0341088683057595,2,3,0.5885528495184345,False,False,True,False,False,False,False,False,False,False,True,False,False,True,19
A3,0.6,0.27877914924547054,4,5,0.5660388933194282,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12
A3,0.7749999999999999,0.9714825854722228,3,5,0.11483958039384087,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20
Civic,0.22499999999999998,0.32809197057901723,3,1,0.23501625667136986,False,False,False,True,False,False,False,False,False,False,False,True,True,False,19
E-Class,0.7,0.6714179019878501,4,1,0.43997300779093307,False,False,False,False,False,False,True,False,False,True,False,False,False,False,19
Optima,0.125,0.19674448689992732,4,4,0.5778173118213606,False,False,False,False,False,True,False,False,False,False,True,False,False,True,5
Sportage,0.7749999999999999,0.712768653183161,5,4,0.11802956873811424,False,False,False,False,False,True,False,False,False,False,False,False,False,True,25
3 Series,0.07500000000000001,0.44280846353385217,5,2,0.21121403594871482,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21
A4,0.15000000000000002,0.9472429498336234,2,2,0.3629838660204896,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2
CR-V,0.55,0.6091417101779796,2,4,0.5426047481749586,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6
Accord,0.0,0.537193003514247,4,1,0.3237224710140483,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12
X5,0.09999999999999998,0.738945459152713,4,4,0.3782590025151831,True,False,False,False,False,False,False,False,False,True,False,False,False,True,8
Impala,0.4,0.6553837331039404,2,1,0.26795902091896207,False,True,False,False,False,False,False,False,False,False,False,True,False,False,18
E-Class,0.625,0.5591820540007069,2,2,0.26654806453591806,False,False,False,False,False,False,True,False,False,False,False,True,False,False,23
Fiesta,0.375,0.6142196971212515,2,4,0.5653027421630574,False,False,True,False,False,False,False,False,False,True,False,False,False,True,4
Sportage,0.575,0.42226312174498704,3,5,0.5991043494264156,False,False,False,False,False,True,False,False,False,False,False,True,True,False,2
Civic,0.8,0.02146558105107328,4,1,0.5441383964173977,False,False,False,True,False,False,False,False,False,False,False,False,False,True,16
Elantra,0.4,0.5463653883343003,2,1,0.36942518863873386,False,False,False,False,True,False,False,False,False,False,True,False,False,False,18
X5,0.475,0.7226312174498702,5,2,0.3720017176860315,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12
Tucson,0.65,0.39575622995312115,4,1,0.2837249248512361,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24
GLA,0.375,0.45910936843579336,4,4,0.47512422550763755,False,False,False,False,False,False,True,False,False,True,False,False,False,False,17
Camry,0.125,0.09280412907355913,5,1,0.41972885099073676,False,False,False,False,False,False,False,True,False,True,False,False,False,True,19
Sonata,0.8999999999999999,0.6103887010622762,2,4,0.640328814183179,False,False,False,False,True,False,False,False,False,True,False,False,False,False,12
Fiesta,0.44999999999999996,0.8093304259107368,2,1,0.5302742163057481,False,False,True,False,False,False,False,False,False,True,False,False,True,False,3
CR-V,0.275,0.6581511192910157,2,2,0.17489724556775657,False,False,False,True,False,False,False,False,False,True,False,False,True,False,23
Explorer,0.15000000000000002,0.03376544568254413,4,4,0.4537144960431875,False,False,True,False,False,False,False,False,False,False,False,True,False,True,12
X5,0.15000000000000002,0.8010516067510886,3,5,0.5701490706091651,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2
CR-V,0.275,0.6603683624409012,2,3,0.39494509539292066,False,False,False,True,False,False,False,False,False,True,False,False,False,True,11
Accord,0.675,0.4275811711044872,5,3,0.5726029077970677,False,False,False,True,False,False,False,False,False,False,True,False,False,True,8
Camry,0.35,0.3571595281439841,3,1,0.5310717133918165,False,False,False,False,False,False,False,True,False,False,False,True,False,False,9
Camry,0.025000000000000022,0.4002440634564987,5,1,0.22685724802159377,False,False,False,False,False,False,False,True,False,True,False,False,True,False,22
X5,0.6,0.7667726942338341,3,3,0.42942150788295197,True,False,False,False,False,False,False,False,False,False,True,False,False,False,13
Elantra,0.25,0.0792205973553124,5,5,0.424759217225937,False,False,False,False,True,False,False,False,False,False,False,True,False,True,14
Accord,0.475,0.06977147391655164,5,1,0.6797129010490154,False,False,False,True,False,False,False,False,False,True,False,False,True,False,10
Accord,0.525,0.0355159008008749,4,1,0.6739463836574443,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5
3 Series,0.375,0.16494955355058982,4,3,0.6018035703331084,True,False,False,False,False,False,False,False,False,True,False,False,False,False,16
Impala,0.55,0.29698388247611046,3,3,0.522544629163855,False,True,False,False,False,False,False,False,False,True,False,False,False,True,15
A3,0.4,0.37287361380625633,5,1,0.2982639101895589,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17
Focus,0.7,0.42959502804062394,3,3,0.6516164652475308,False,False,True,False,False,False,False,False,False,False,True,False,True,False,4
A3,0.125,0.2966471282533459,5,5,0.7312434819949696,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3
Corolla,0.55,0.7936063376477884,4,5,0.30912213974602787,False,False,False,False,False,False,False,True,False,False,False,False,False,True,10
C-Class,0.475,0.8555090990324151,5,2,0.45193546408195817,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5
Rio,0.15000000000000002,0.5709217729943118,5,1,0.10882767928347956,False,False,False,False,False,True,False,False,False,False,False,True,True,False,20
RAV4,0.275,0.10505731490187449,4,3,0.6790380958223422,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
Tucson,0.9750000000000001,0.04533512046465415,4,4,0.5599043003496718,False,False,False,False,True,False,False,False,False,False,False,True,False,False,22
Camry,0.65,0.7613679556684738,5,1,0.33936568308692716,False,False,False,False,False,False,False,True,False,True,False,False,False,False,22
Focus,0.575,0.7612045798574296,5,1,0.25354272744003437,False,False,True,False,False,False,False,False,False,False,False,True,False,False,19
Focus,0.30000000000000004,0.7643887410726788,4,4,0.49776087356603893,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2
Civic,0.25,0.04165416341582145,4,5,0.5673885037727747,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7
Corolla,0.42500000000000004,0.4528344036116057,5,5,0.3608981044107724,False,False,False,False,False,False,False,True,False,True,False,False,False,True,19
C-Class,0.2,0.7123085335520568,3,3,0.17949819029507394,False,False,False,False,False,False,True,False,False,False,False,False,False,True,14
Golf,0.32499999999999996,0.3199265142270324,3,1,0.5570210416538862,False,False,False,False,False,False,False,False,True,False,False,True,False,True,3
Equinox,0.35,0.7006054907609311,4,5,0.4046377522851359,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4
Golf,0.65,0.45096725148538624,3,5,0.27568860806085516,False,False,False,False,False,False,False,False,True,False,False,True,False,False,25
A3,0.2,0.11425303912350546,5,4,0.3566652352616404,False,False,False,False,False,False,False,False,False,True,False,False,True,False,23
Impala,0.9750000000000001,0.3903648281886624,4,3,0.5985522360591374,False,True,False,False,False,False,False,False,False,False,False,True,False,True,8
Sonata,0.375,0.5988356972812932,5,5,0.20900558247960246,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22
Impala,0.675,0.3136315442014924,2,5,0.724986197165818,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2
X5,0.4,0.6665566380592287,5,3,0.2699834365989817,True,False,False,False,False,False,False,False,False,False,True,False,True,False,16
Sportage,0.30000000000000004,0.2925227225745361,2,2,0.7756579350960063,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3
